County	AMERICANINDIANANDNATIVEALASKAN	15-19YEARSOLD	COLLEGEDEGREE(PERCENT)	POPULATIONTOTAL	OTHERRACE	HISPANICORLATINOPOPULATION	HIGHSCHOOLGRADUATEONLY(PERCENT)	MEDIANHOUSEHOLDINCOME	PERSONSINPOVERTY	20-34YEARSOLD	ASIANANDPACIFICISLANDERPOPULATION	TOTALEMPLOYMENT	INCIVILIANLABORFORCE	35-59YEARSOLD	FEMALEPOPULATION	TOTALUNEMPLOYMENT	BLACKORAFRICANAMERICANPOPULATION	60-74YEARSOLD	75YEARSPLUS	WHITEPOPULATION	
CLEARFIELD	52.1192	-724.3867	3.7374	-3199.9504	1312.1147	4311.4664	-5.6050	27213.2300	-79642.3572	-1867.0380	633.4527	-6141.8319	-5388.6065	830.0961	-3810.2636	938.1752	1366.9687	2488.4325	-225.5339	-5207.2152	13.881248310000004
CLEARFIELD	-115.4313	-623.9577	3.9672	-5413.5060	922.6082	4109.6651	-64.2472	22197.2588	-80971.8232	-1360.2618	567.5195	-7897.8394	-6873.0978	-4802.3495	-4366.9347	1158.6588	-482.1454	2759.7712	-1020.4613	-6851.3860	12.769418890000004
CLEARFIELD	-380.9248	-524.8940	4.1932	-7696.6612	74.1930	3824.1359	-184.2660	16366.3742	-82329.8454	-868.3165	486.9502	-9743.5000	-8418.9351	-11525.7399	-4933.7342	1362.1050	-4645.3873	3025.6831	-1908.9597	-8536.7381	17.896812680000004
CLEARFIELD	-800.0249	-427.6488	4.4146	-10040.4833	-1767.9434	3421.7616	-429.0927	9618.3132	-83710.4541	-393.0925	388.9227	-11674.3163	-10021.0876	-19516.1845	-5508.1033	1548.8934	-13989.6477	3285.0144	-2897.5395	-10256.1190	9.099540940000004
VENANGO	279.4186	-960.7217	7.5587	-6296.6857	97.0782	463.0094	41.0934	39311.6307	-56852.0276	-4620.9111	313.7703	-802.1765	-964.1879	1573.4047	-3577.3383	113.4200	512.9741	669.8027	1439.7329	-6600.1791	12.022531389999997
VENANGO	241.1464	-947.5322	6.7183	-5563.4418	73.0790	430.6952	33.8066	36035.1354	-56247.6147	-3284.0761	293.1844	-1090.1552	-1118.3551	649.7062	-3113.5914	274.6317	420.3767	886.4575	1179.3591	-5766.2907	28.973683539999996
VENANGO	169.2398	-934.3118	5.8055	-4835.2557	36.7651	392.6688	20.3460	32237.0757	-55646.2478	-2083.8406	269.2264	-1383.1923	-1274.2921	-327.1411	-2654.3417	423.3854	308.7341	1098.8351	898.5223	-4939.7147	25.65957795
VENANGO	34.6720	-921.1329	4.8194	-4116.0716	-17.9396	348.1465	-4.4204	27856.8345	-55051.2007	-1012.4783	241.4856	-1679.7556	-1431.1591	-1354.6876	-2202.0513	559.8606	174.8005	1305.8671	597.2135	-4124.8993	11.891697639999997
VENANGO	-215.5420	-908.0582	3.7593	-3409.1556	-99.8685	296.2882	-49.6978	22831.0991	-54465.2093	-60.4736	209.5300	-1978.4430	-1588.2045	-2430.2615	-1758.7300	684.4971	14.9658	1506.7346	275.5418	-3325.4930	7.44918595
VENANGO	-685.4177	-894.9618	2.6086	-2707.6011	-223.7692	235.3016	-133.2951	17009.0731	-53882.5737	793.6332	172.3636	-2282.1693	-1746.9439	-3566.9613	-1320.0115	799.4195	-177.6226	1703.4996	-71.1803	-2533.6450	10.14429878
VENANGO	-1564.7542	-881.9065	1.3655	-2014.7192	-410.4176	163.8969	-287.1074	10294.6242	-53306.0609	1556.0318	129.3290	-2589.5506	-1906.6301	-4762.6568	-887.9412	904.8560	-408.6638	1895.3120	-443.1773	-1753.0634	6.29592598
BERKS	4127.6164	13603.9263	19.0709	106852.5524	41253.3229	85783.7322	25.0294	50162.8503	-319743.6327	-2469.1350	7396.2163	32300.1393	41097.6610	55697.3530	51428.6078	9133.0056	24357.9922	12450.8137	9553.2923	50047.6049	-9.606933150000003
BERKS	3891.8878	12202.5642	16.2309	92739.9153	37658.8552	80396.9994	18.8818	45822.3903	-333443.0278	949.8024	6750.8073	25862.8717	34083.7211	45174.7894	45003.2688	8586.5737	22432.0618	13825.6060	7865.5969	42490.5131	12.496058949999998
BERKS	3444.7296	10704.4859	12.1988	77944.1646	32368.2435	73088.7221	9.8146	40837.0993	-347805.8151	4238.0117	5936.2343	19143.7905	26753.2739	33442.7362	38300.0941	8003.6506	20096.3137	15167.8051	6039.5309	34707.2723	6.536925329999995
BERKS	2599.8300	9111.5090	6.5004	62515.3022	24616.1189	63219.9721	-3.4987	35140.4586	-362783.4817	7382.8121	4913.1673	12168.1980	19133.1277	20430.0774	31344.6109	7385.1005	17277.6303	16470.9124	4074.1635	26734.4265	0.051198229999997125
BERKS	1013.7121	7425.9767	-1.5071	46504.8343	13322.5666	49967.4454	-22.9340	28664.2247	-378326.0501	10376.3844	3635.1125	4961.6016	11250.4703	6069.7075	24162.4936	6731.9801	13894.0050	17730.1017	1969.3638	18606.9034	-0.18354280999999872
BERKS	-1993.5458	5625.3162	-12.8692	29730.6795	-3290.7599	31998.1001	-51.5833	21230.6403	-394610.3060	13253.4714	2023.0619	-2555.4178	3017.6540	-9930.8390	16674.8690	6035.7084	9792.9429	18958.5817	-306.4964	10241.8416	8.179523079999996
BERKS	-7675.7202	3710.5894	-28.9266	12238.7568	-27633.6117	7733.1511	-93.6489	12736.3602	-411591.7006	16005.0797	-1.6011	-10359.4111	-5540.5227	-27677.9162	8905.4091	5296.8821	4843.9522	20151.2819	-2755.9705	1673.0012	3.051250660000001
LANCASTER	3811.4566	10714.7542	13.7949	137881.6342	17369.9306	48803.7237	23.6157	51068.7601	-401966.3209	-2202.6401	11473.1044	31036.7969	43069.0198	64676.6015	68647.9052	12496.3690	23736.4937	30633.5180	21134.1925	99717.2247	-13.57346621
LANCASTER	3524.0534	9299.8247	11.8350	119713.2495	15428.3410	45345.9930	17.6892	46832.3456	-419923.2109	3439.2058	10407.3373	21055.5655	32298.8051	51625.3552	59644.4104	11777.4160	21910.2711	30052.0458	17971.4890	85339.5268	1.981888380000001
LANCASTER	3027.0110	7810.0552	9.5905	100645.9527	13062.6426	41038.3942	9.3441	42004.1000	-438785.9268	8802.5299	9069.6533	10569.8011	20964.4147	37041.3985	50210.2353	10992.5144	19717.5515	29460.4430	14354.9511	70352.1970	-2.6098536199999955
LANCASTER	2170.9568	6249.8691	7.0331	80742.3722	10194.4962	35698.3603	-2.3524	36529.5935	-458494.1594	13872.4146	7398.8795	-387.0697	9100.0501	20829.2385	40377.7302	10140.1109	17097.9448	28861.8051	10240.6501	54813.2889	-8.909676049999995
LANCASTER	705.7109	4623.9368	4.1342	60067.3766	6735.4701	29113.6203	-18.6540	30353.9188	-478985.1188	18642.6202	5323.2048	-11780.2256	-3258.2864	2897.9481	30180.1244	9219.0137	13984.6813	28258.9641	5583.9390	38780.9824	-8.596371170000005
LANCASTER	-1827.0098	2913.1530	0.8163	38384.0365	2523.5022	20915.4849	-41.5947	23320.0350	-500495.2706	23174.1319	2719.5471	-23741.2427	-16255.2580	-17126.1046	19501.9073	8214.0883	10248.9771	27646.0389	262.4376	22080.1596	1.9893066300000015
LANCASTER	-6189.1052	1121.5058	-2.9639	15749.6741	-2583.0410	10752.4397	-73.7487	15344.6654	-522969.6098	27457.7146	-532.4341	-36239.6465	-29859.9429	-39385.7116	8372.8341	7122.7387	5785.9915	27025.8252	-5791.4899	4764.6968	-1.5453937799999977
MIFFLIN	238.5992	-428.2343	4.1796	655.0935	288.0288	732.9963	42.1989	35554.0101	-38381.3852	-3434.1927	299.8353	-2319.8546	-2196.7275	2598.0930	-374.2619	79.4648	646.4409	1721.9994	1331.4018	61.4102	13.28446023
MIFFLIN	226.3101	-291.8555	3.3875	540.2995	272.0671	695.1014	35.1453	32352.1659	-38426.7418	-2690.3393	270.0338	-2450.3833	-2200.7097	1866.4621	-374.2619	217.6641	599.0582	1836.0694	1085.0346	41.1067	32.877963030000004
MIFFLIN	208.3548	-160.3846	2.5159	424.5865	240.5183	644.9192	20.6458	28656.4707	-38472.3933	-1997.4224	229.9514	-2582.4602	-2204.7146	1090.9414	-374.2619	345.9580	527.2127	1948.7982	817.1931	20.6825	25.558718810000002
MIFFLIN	182.2393	-34.3528	1.5621	308.5841	178.4000	578.7814	-9.0479	24412.5111	-38518.0906	-1355.6199	176.2955	-2715.3752	-2208.7202	273.2756	-374.2619	464.3788	418.7568	2059.5872	527.5367	0.2492	11.44823676
MIFFLIN	144.4727	85.8991	0.5233	192.8488	56.8962	492.0917	-69.4509	19563.9109	-38563.6147	-763.8984	104.8654	-2848.4916	-2212.7073	-584.5911	-374.2619	573.1841	255.9899	2167.9533	215.8464	-20.0954	5.980809090000008
MIFFLIN	89.3244	201.7421	-0.6189	76.2669	-183.1439	377.3618	-193.5576	13971.0502	-38609.4034	-213.0892	8.8503	-2983.0947	-2216.7143	-1493.3123	-374.2619	674.1185	9.3270	2274.9711	-122.7882	-40.5468	9.541783930000008
MIFFLIN	9.1125	312.7926	-1.8689	-40.6065	-655.7726	226.1531	-447.7167	7548.4764	-38655.2381	297.0884	-119.6793	-3118.5520	-2220.7220	-2451.4171	-374.2619	767.2855	-363.0279	2380.1473	-489.0037	-61.0073	2.84238182
CHESTER	3233.1777	16138.3156	22.3796	178371.3783	19232.1581	43820.3470	-13.8290	90594.2704	-357140.8736	-3416.1785	35150.7783	60160.1016	69758.6427	81185.5560	89898.3679	9562.4224	16010.4917	37052.4209	19667.3719	127381.4148	-23.80286319999999
CHESTER	2952.3023	14804.1479	18.7885	157011.5737	18112.2474	41572.1582	-9.9061	83937.2595	-378244.6836	2026.4232	33659.4953	47641.9054	56536.6382	66916.9184	79123.3291	8947.9070	14104.3875	36131.9910	17169.0661	110197.8348	-0.5371661799999998
CHESTER	2483.6515	13392.5235	14.7592	134287.8063	16488.8251	38661.5684	-6.3911	76214.4182	-400720.9769	7177.3562	31537.8995	34293.1028	42422.6120	50835.0397	67667.2473	8282.4713	12030.8715	35185.4866	14244.6861	92041.5504	-5.442686949999995
CHESTER	1704.9771	11906.9070	10.2619	110241.4872	14146.1758	34911.5266	-3.2598	67300.6807	-424531.8330	12024.7810	28533.3925	20134.1605	27436.3370	32803.0753	55551.8443	7565.6925	9787.0967	34217.4321	10838.9026	72959.8305	-10.161183549999997
CHESTER	419.0760	10351.0926	5.2674	84920.8522	10784.9641	30106.0783	-0.4829	57065.2276	-449632.3043	16565.4074	24302.6319	5189.8960	11602.3385	12686.9111	42802.2023	6797.4414	7371.1622	33232.1273	6892.9217	53003.8519	-8.806310569999994
CHESTER	-1725.3637	8706.0557	-0.3327	58001.3148	5915.3255	23888.5213	2.0034	45198.6003	-476347.3421	20859.6604	18287.1374	-10735.3218	-5288.6337	-9970.8886	29255.7646	5966.0817	4744.7730	32219.5984	2276.9108	31932.3596	-1.6295084599999967
CHESTER	-5288.4009	6974.7921	-6.5833	29515.0268	-1111.7155	15877.7396	4.2183	31502.0866	-504648.6245	24900.8834	9768.2691	-27627.0421	-23223.4704	-35376.1689	14929.7016	5070.5765	1902.7278	31184.0160	-3098.9754	9786.8420	-6.347818309999994
MONROE	2354.6482	12009.3975	7.9471	103296.5252	13261.9664	38357.4299	20.4669	49776.8909	-68590.6187	8451.5402	7560.9549	32204.0782	37061.5981	47307.7546	52139.1936	5629.4957	45890.7677	16451.1100	6150.4760	53338.9630	-14.921569300000002
MONROE	2235.6045	10754.5115	6.8679	88825.2971	12780.6907	36995.9370	14.6517	45096.3873	-82974.4166	8289.5270	7234.2320	23630.0471	28281.4142	40370.5276	44859.4930	5535.7326	44562.0228	15315.4923	5369.5705	42288.0345	9.045193859999998
MONROE	1970.7420	9239.8346	5.7145	71950.9394	11518.8715	34503.4955	6.6416	39675.2538	-99823.0403	8125.4467	6716.1605	13304.1667	17817.6987	31577.5998	36382.6714	5439.3231	41916.5858	14066.0448	4447.9809	29793.3667	3.512139039999994
MONROE	1383.5568	7420.6982	4.4885	52374.2245	8221.4061	29958.8954	-4.3404	33428.2655	-119458.9539	7960.1781	5898.2236	930.5642	5410.2215	20486.7497	26561.9883	5340.7286	36669.8021	12698.5422	3365.8474	15739.1626	-1.7649632300000064
MONROE	90.8168	5247.3391	3.1918	29779.2799	-331.7296	21725.1510	-19.3133	26266.5423	-142225.2164	7794.5122	4614.5445	-13819.3217	-9225.5648	6572.4075	15242.9176	5240.3875	26332.3362	11209.3180	2101.7809	10.9179	-1.7811645000000027
MONROE	-2784.1303	2625.6863	1.8069	3448.9519	-22747.3315	6659.4648	-39.9255	17976.8726	-168875.7777	7626.8472	2580.1701	-31571.7744	-26656.6555	-11053.2381	2070.8720	5137.2845	5761.0389	9571.8954	610.9316	-17760.6169	6.631239349999994
MONROE	-9157.7243	-522.9351	0.3347	-27098.0669	-81325.1949	-20810.5965	-68.1855	8424.3558	-199935.1764	7457.9681	-631.7218	-52844.7104	-47325.7821	-33285.1269	-13189.3862	5031.8447	-35038.7031	7779.7597	-1139.6287	-37750.3263	5.161570209999994
MERCER	583.0024	-532.1386	9.9682	-6819.5113	473.9101	1195.9176	31.7160	47548.4285	-114743.2246	-8502.2564	975.0188	-4544.9064	-4270.4937	5293.4100	-4328.4099	538.5813	2747.2601	-1164.6867	3119.9514	-8982.8253	13.875560989999997
MERCER	507.1790	-490.9072	8.6452	-6535.9836	417.9151	1100.0883	24.6564	44114.5671	-114170.1203	-6320.7692	877.6778	-4376.9472	-4011.5185	3270.8063	-4098.4511	552.7431	2380.3768	-9.4640	2335.3757	-8404.8614	28.03535979
MERCER	368.8371	-449.6376	7.1807	-6251.5663	334.5441	984.2128	13.1873	40154.7730	-113596.7286	-4309.2017	753.3703	-4208.6058	-3752.3195	1117.7706	-3868.0820	566.9262	1987.8974	1082.9565	1472.5169	-7826.6565	22.702988599999998
MERCER	117.4388	-408.5561	5.5681	-5967.8186	210.9674	844.7956	-5.3664	35611.7961	-113026.1942	-2464.9056	595.3945	-4040.8052	-3494.3184	-1161.9286	-3638.5662	581.0528	1570.2618	2110.1654	528.5250	-7251.3816	12.82859594
MERCER	-336.5088	-367.8571	3.8012	-5686.0916	28.8550	677.9325	-35.1998	30426.4291	-112461.2122	-781.7176	395.7109	-3874.3430	-3238.7355	-3563.8620	-3410.9925	595.0560	1128.0504	3071.5742	-499.0633	-6681.7536	9.277288749999997
MERCER	-1164.3325	-327.1485	1.8466	-5403.6750	-242.1404	476.2902	-83.6420	24450.7001	-111896.3361	769.2514	140.8639	-3707.6166	-2983.1079	-6118.9826	-3183.1698	609.0705	655.3026	3980.0735	-1628.4397	-6112.2803	11.261328559999995
MERCER	-2668.6732	-286.6254	-0.3056	-5121.9233	-643.8235	233.6813	-162.0066	17594.8895	-111334.2748	2191.2500	-183.0078	-3541.4261	-2728.6616	-8824.4215	-2956.1908	623.0293	152.2537	4834.3404	-2864.0096	-5545.6929	9.332944869999999
CLARION	174.3838	-819.6511	-16.3819	-2835.0381	63.2807	199.7467	36.2850	49790.1658	-33491.1388	-2745.4441	125.8702	-797.2609	-480.6740	-140957.4463	-1571.3375	455.1090	649.8082	980.9333	674.1472	-3653.6808	13.352754069999996
CLARION	155.1095	-633.6334	-5.5596	-2861.3078	55.2113	181.0921	28.7500	46678.4519	-33748.5324	-2196.2917	130.7746	-1493.8956	-1090.3729	-52452.3075	-1583.6771	561.0912	592.9372	961.4962	491.2934	-3539.0185	30.511885549999995
CLARION	129.4696	-454.6892	2.2870	-2887.7386	45.1298	159.1389	15.1715	43074.7750	-34009.0742	-1673.1274	135.5914	-2223.1150	-1723.7478	-14757.7187	-1596.0917	659.7714	517.8141	941.8795	293.5459	-3424.0449	25.829961739999995
CLARION	95.5235	-283.5117	7.9397	-2914.1862	32.5961	133.4343	-9.1989	38922.6066	-34271.3653	-1177.5208	140.2960	-2982.3522	-2378.1785	1165.8429	-1608.5134	751.1308	419.0530	922.1896	80.8189	-3309.3906	9.887694519999997
CLARION	50.8270	-120.5301	11.9953	-2940.5239	17.0968	103.4929	-52.6623	34163.0066	-34534.1499	-710.2066	144.8693	-3768.9845	-3051.0766	7872.2057	-1620.8827	835.3230	289.9257	902.5212	-146.8871	-3195.6008	7.33976281999999
CLARION	-8.5957	36.1439	14.9335	-2967.0049	-2.2554	68.2795	-130.9453	28654.4376	-34799.9665	-265.3217	149.3579	-4591.8566	-3749.6325	10725.5438	-1633.3187	913.6587	119.4580	882.6846	-392.9771	-3081.5807	11.655645649999997
CLARION	-87.2686	186.0179	17.0501	-2993.5027	-26.3146	27.0489	-271.4459	22307.4463	-35067.5678	156.1289	153.7419	-5448.6019	-4471.4111	11930.8973	-1645.7618	986.1828	-104.6484	862.7742	-657.7085	-2967.8771	4.8220996399999905
CARBON	485.4377	206.4082	8.7703	13316.0345	970.7598	3457.9912	39.1660	48599.7866	-43241.5405	-2217.4291	584.6130	5249.2785	6503.9075	10982.6484	5849.9852	1343.5362	2441.5518	2034.5338	1648.9387	10801.9308	12.788511069999991
CARBON	448.7354	159.2987	8.3163	12548.4937	916.7744	3348.5604	32.5689	45285.7105	-43983.3988	-1316.9448	548.2213	3914.6755	5224.4335	9398.7963	5549.1033	1421.3445	2373.0991	2603.3483	1280.8640	10202.7883	31.693075799999995
CARBON	373.0088	111.3052	7.8382	11766.2341	828.6933	3213.0099	19.2704	41499.3002	-44739.2844	-477.7317	503.4898	2498.8925	3875.6344	7648.1740	5243.4517	1496.8110	2256.5237	3142.4232	877.3789	9593.9106	28.858987009999993
CARBON	217.3491	62.6768	7.3374	10973.3039	685.5940	3045.9313	-7.4348	37195.4177	-45505.2789	299.9383	448.7791	1004.9868	2461.3472	5723.3110	4934.6440	1569.5988	2058.8202	3650.4362	437.3928	8978.5053	19.465107269999997
CARBON	-100.4722	13.6423	6.8155	10173.4291	454.5128	2841.0830	-60.7071	32328.2728	-46277.7788	1017.2597	382.2161	-563.6067	985.6564	3617.4772	4624.1481	1639.4730	1725.5918	4126.9537	-40.0004	8359.4942	15.144122389999993
CARBON	-755.9136	-36.2781	6.2663	9358.7716	77.6885	2587.4971	-168.0412	26771.0258	-47064.3484	1685.2959	300.4500	-2226.5006	-568.9476	1291.4361	4308.9458	1707.1969	1158.3977	4578.2376	-562.9767	7730.8548	17.233954719999993
CARBON	-2103.2046	-86.8590	5.6911	8533.0014	-534.5120	2274.9289	-383.5836	20454.2940	-47861.4372	2304.3422	200.4423	-3981.1527	-2199.0321	-1266.1176	3990.4887	1772.5169	196.4773	5003.5183	-1133.2638	7095.4759	12.344960089999994
BEDFORD	205.6328	-588.1276	4.4928	1977.0861	246.1749	536.3037	43.3656	42562.0483	-3834.5826	-3726.0403	137.4483	954.7284	1104.6858	4100.5339	472.7126	165.3554	381.8623	2194.0194	2013.9946	1591.1243	17.16883079
BEDFORD	177.1040	-426.4479	5.2169	1169.7662	229.6612	496.6084	36.7063	38897.1383	-4604.1431	-3170.3777	107.0228	908.3934	1141.1515	3001.5697	140.3689	282.1960	347.8273	2141.8760	1740.7900	845.7666	33.740784090000005
BEDFORD	122.7579	-271.2053	5.9014	344.2126	205.9806	441.6339	22.5617	34548.3627	-5390.5735	-2641.9121	62.8179	861.7059	1177.7622	1810.2970	-198.3681	392.9857	305.1963	2089.0518	1439.7779	84.4799	27.198382020000004
BEDFORD	19.6355	-122.9775	6.5449	-495.4091	172.1776	365.8526	-7.3719	29414.0645	-6189.8843	-2142.1377	-1.1160	814.9202	1214.3172	525.7623	-541.7463	497.4467	252.0594	2035.8293	1109.8604	-688.8575	12.751217800000006
BEDFORD	-174.7744	17.8907	7.1472	-1345.2183	124.1996	261.9733	-70.2887	23383.8196	-6998.3680	-1671.6960	-93.0559	768.2607	1250.6422	-852.4567	-888.1524	595.4827	186.1804	1982.4631	750.0719	-1470.6480	9.495849610000008
BEDFORD	-544.9354	153.0553	7.7161	-2213.6290	55.4389	118.1937	-203.8661	16232.8617	-7824.0119	-1224.5960	-226.5580	721.2786	1287.0865	-2345.4524	-1240.9816	688.3760	103.7135	1928.4371	353.9235	-2268.6020	10.87354538000001
BEDFORD	-1247.3199	282.1123	8.2510	-3096.8381	-42.7140	-80.0038	-486.5485	7790.2208	-8663.1786	-801.7698	-419.6438	674.1977	1323.4754	-3955.3313	-1598.6450	775.9628	0.9237	1874.0038	-80.2662	-3079.1870	5.739388870000013
BLAIR	-25.7227	-663.6929	7.2754	-4989.3582	4520.6211	1446.6310	39.7960	48775.6558	-126358.4629	-6518.4373	441.6263	-3510.5800	-3024.6658	5161.5715	-5080.1567	392.0807	1333.1637	518.0164	2499.1769	-9811.7095	9.770380759999995
BLAIR	-85.8045	-636.9249	7.7710	-4429.8895	4476.1507	1370.9416	32.5219	45507.5715	-125445.9446	-4827.8395	356.5596	-4430.7194	-3726.0802	2869.0314	-4359.3301	721.2742	1089.4203	1782.6541	1779.6793	-8991.4345	23.354778299999992
BLAIR	-182.5966	-610.0843	8.2531	-3869.7586	4414.3929	1280.6053	18.8890	41735.8954	-124534.9718	-3233.3897	250.3103	-5370.5317	-4439.2889	423.4096	-3642.1031	1026.9261	784.0418	2974.8073	998.9669	-8171.9031	18.97097725999999
BLAIR	-337.8610	-583.3185	8.7194	-3312.0379	4329.0248	1173.3284	-6.5611	37405.2310	-123630.5326	-1738.1080	118.2537	-6325.2294	-5160.5468	-2171.6662	-2932.3806	1309.1056	403.3137	4092.2854	156.2900	-7357.6062	8.410262519999996
BLAIR	-585.4273	-556.7547	9.1685	-2759.3683	4211.6806	1046.5971	-53.7661	32458.1977	-122736.8612	-342.3239	-45.0052	-7290.3715	-5886.4354	-4911.7611	-2233.4267	1568.4177	-68.8266	5134.9136	-748.7500	-6552.3695	5.284429559999992
BLAIR	-984.0429	-530.1372	9.6050	-2206.4253	4048.8149	895.4369	-142.1937	26752.5149	-121845.3183	973.1456	-248.7919	-8275.4769	-6624.0259	-7832.8737	-1538.4435	1809.0136	-659.9929	6117.0852	-1730.1416	-5748.4171	9.904312589999996
BLAIR	-1623.4633	-503.5939	10.0272	-1655.8616	3823.6851	715.9298	-307.2703	20201.2107	-120960.1696	2206.7984	-502.0771	-9276.1851	-7369.9407	-10932.4980	-850.7319	2031.1330	-1397.0247	7037.7346	-2789.4255	-4949.5998	4.954123419999988
YORK	3674.3132	10128.2100	12.3325	140084.4080	15271.5199	35960.0601	29.0030	53484.9569	-321537.5559	-3300.1153	8749.1790	41142.6283	51961.1439	70027.4304	69031.9380	11640.7445	33434.5278	30680.2463	13474.2020	99190.8651	-2.7678592199999983
YORK	3420.8689	9241.7379	10.7526	124136.1713	14273.0741	34265.8402	22.4691	49135.6336	-336850.4195	1521.0925	8126.5742	32036.4153	42307.4766	57839.4086	61198.9739	11147.1699	31745.3762	30171.4012	11348.9709	86083.4270	17.605233650000002
YORK	2976.9470	8315.3297	8.9756	107332.5797	12853.6481	31937.1724	12.2893	44149.9645	-352966.9141	6084.9079	7295.3003	22417.0222	32103.7874	44128.8040	52960.5402	10622.7000	29770.8748	29653.4269	8955.3272	72360.5543	11.530341650000004
YORK	2202.5761	7352.3789	6.9874	89722.3317	10844.9798	28751.3854	-3.5014	38464.0999	-369838.5575	10380.7308	6190.6724	12309.7383	21376.2573	28785.1151	44341.9746	10068.3652	27474.5160	29129.0252	6273.2947	58070.3413	1.6299945300000047
YORK	860.1905	6356.3261	4.7741	71357.0844	8018.5435	24417.2703	-27.8513	32012.8019	-387414.2844	14405.5277	4730.8648	1741.8920	10153.3117	11700.6691	35369.8528	9485.3461	24817.5975	28600.6723	3283.3361	43261.9786	-1.3457239299999983
YORK	-1489.8637	5316.1016	2.2865	52019.8327	4002.6919	18463.6120	-65.7673	24622.3745	-405899.9816	18212.7544	2782.9541	-9414.0243	-1701.1201	-7505.5684	25939.6303	8866.2469	21713.8204	28063.2073	-82.0640	27768.7528	6.431916200000003
YORK	-5589.2645	4234.8450	-0.4969	31754.2961	-1680.2487	10318.5740	-124.5824	16194.0234	-425251.8380	21796.4163	194.4972	-21135.7633	-14164.1391	-28999.4808	16074.2852	8211.8942	18104.1062	27519.0731	-3852.9311	11634.9955	2.5198161700000057
LEBANON	804.6608	1328.5170	12.0082	30255.8661	7650.9551	17751.3264	32.7728	52819.7863	-92601.1255	-2828.4788	1752.6199	4846.8392	7460.3398	15061.5109	15460.6929	2913.9312	5587.3487	7628.5841	5498.1456	19238.7317	-1.1663525199999896
LEBANON	742.7057	1255.1896	10.7359	27698.2232	7149.8391	16849.1217	25.6743	48911.5455	-94979.2932	-1166.9079	1615.6370	2938.9957	5510.9203	12264.8644	14107.8109	2892.6837	5287.4454	7756.4075	4663.3617	17761.0424	15.523233360000006
LEBANON	629.0401	1180.7696	9.3132	25068.0736	6385.3001	15597.3856	13.3190	44434.8216	-97422.7015	397.1532	1456.1841	960.3170	3490.4568	9217.5683	12715.5411	2871.1543	4838.2053	7883.8697	3724.6994	16255.2840	11.801422370000004
LEBANON	421.3368	1105.6520	7.7303	22377.9866	5224.0077	13868.7566	-8.0975	39333.1822	-99919.5599	1861.1084	1271.5180	-1080.7777	1407.6388	5914.5970	11290.4814	2849.4581	4168.2624	8010.2738	2674.6881	14729.2579	3.3340434800000054
LEBANON	44.2109	1030.1945	5.9782	19639.9089	3470.3847	11494.8996	-44.9898	33549.0589	-102458.6976	3225.0222	1058.7519	-3176.0267	-729.0285	2352.3244	9838.9196	2827.6988	3174.9835	8135.0312	1506.0583	13190.1405	-1.1022209599999968
LEBANON	-647.3332	953.6652	4.0200	16826.1216	796.4121	8203.2837	-109.1692	26927.8526	-105065.7194	4507.9831	811.2427	-5347.5993	-2942.0659	-1526.6566	8346.1113	2805.6660	1687.9332	8259.3502	192.8603	11622.8572	6.933410260000009
LEBANON	-1911.0054	876.4183	1.8415	13948.2120	-3265.2046	3657.6106	-220.4169	19382.3778	-107729.7704	5708.8297	524.5966	-7587.6727	-5223.4007	-5731.0930	6818.1451	2783.4625	-529.6750	8382.6372	-1276.1162	10034.4780	2.126225160000004
BEAVER	794.5368	-1694.2475	21.2533	-23043.1982	407.4804	1534.8582	27.7197	52354.1308	-182965.0780	-14319.2703	1359.7430	-2930.7499	-1138.4595	4855.6809	-13507.8796	1973.2995	3058.6111	-5679.2507	5422.1417	-24192.5066	23.9439377
BEAVER	679.5935	-1600.2433	19.0028	-21157.7731	312.9968	1463.9188	21.1499	48171.2095	-180811.5476	-9869.5706	1264.6894	-4621.8561	-2774.3448	1492.8014	-12345.5627	2062.2627	2571.7020	-3479.7494	3994.3472	-22022.8979	31.693588260000002
BEAVER	485.3073	-1506.4552	16.0476	-19281.1732	181.8802	1387.9749	10.1755	43194.4940	-178671.6192	-5888.4125	1142.8019	-6358.4000	-4450.9817	-2097.3209	-11190.7770	2150.1975	2058.9230	-1421.4041	2378.7939	-19868.3997	22.568237100000005
BEAVER	158.2796	-1413.3964	12.1859	-17423.6227	0.7709	1307.1045	-8.0795	37303.0828	-176556.9031	-2347.0932	987.2604	-8131.9536	-6160.0780	-5909.7033	-10049.7849	2236.6366	1521.7850	493.9292	560.2102	-17740.6788	13.486442630000006
BEAVER	-388.8071	-1321.5013	7.1668	-15593.6813	-247.9928	1221.4129	-38.2600	30365.1086	-174477.0424	788.7697	789.8424	-9934.5474	-7893.8466	-9938.1506	-8927.7837	2321.2024	961.8856	2267.9613	-1476.5362	-15649.3941	9.278196450000003
BEAVER	-1313.0520	-1229.8808	0.5803	-13773.5626	-593.0056	1129.7373	-88.6475	22115.7201	-172411.7462	3592.3932	536.8464	-11784.3165	-9669.5963	-14235.9492	-7813.8225	2404.7327	372.6340	3926.9609	-3779.6286	-13574.1097	7.190307520000005
