County	AMERICANINDIANANDNATIVEALASKAN	15-19YEARSOLD	COLLEGEDEGREE(PERCENT)	POPULATIONTOTAL	OTHERRACE	HISPANICORLATINOPOPULATION	HIGHSCHOOLGRADUATEONLY(PERCENT)	MEDIANHOUSEHOLDINCOME	PERSONSINPOVERTY	20-34YEARSOLD	ASIANANDPACIFICISLANDERPOPULATION	TOTALEMPLOYMENT	INCIVILIANLABORFORCE	35-59YEARSOLD	FEMALEPOPULATION	TOTALUNEMPLOYMENT	BLACKORAFRICANAMERICANPOPULATION	60-74YEARSOLD	75YEARSPLUS	WHITEPOPULATION	
ADAMS	-776.4366	323.4237	9.0893	4508.0405	-1752.6856	1269.0795	-81.7543	26649.6393	113813.9440	1413.0122	432.9148	-9864.6698	-23730.7719	-3539.3006	2301.8673	320.6878	825.3200	7587.7060	876.6146	2924.3815	7.2767163699999955
ADAMS	-2167.8686	-120.9503	9.5205	-2113.8252	-5262.6753	-2638.8104	-157.4586	18205.5410	107538.6151	2011.1232	152.0753	-16048.3560	-29943.8871	-9702.9551	-953.5321	218.4865	477.2081	7186.3916	-16.8171	-2832.5529	3.124044419999997
WYOMING	176.4955	-688.1710	6.8519	330.8999	199.7709	636.9685	38.5806	42764.2066	12951.2875	-1838.3432	104.5996	-722.6327	-594.2496	2095.4926	-78.1006	158.1269	287.4890	2532.2671	586.4753	9.8898	-2.7053491100000002
WYOMING	159.1563	-548.9740	6.0338	329.3068	190.4451	619.0892	31.5285	39563.0777	12884.5538	-1332.1571	93.3364	-584.0805	-317.7121	1412.9310	-50.1588	326.7997	267.5458	2573.4595	485.6966	25.0344	19.83127554
WYOMING	126.6385	-416.5582	5.1589	327.7049	178.4876	598.6128	19.9238	35948.8754	12817.2879	-864.7046	80.3550	-446.1723	-44.8011	669.1606	-22.1188	473.4936	244.3680	2614.3605	377.2248	40.2539	20.268323260000003
WYOMING	65.8952	-291.3012	4.2283	326.1028	163.2298	575.2822	0.9084	31889.3457	12749.8558	-435.4839	65.4695	-309.6595	223.0446	-137.0510	5.8659	600.3234	217.5679	2654.7487	261.0896	55.4652	8.03438654
WYOMING	-46.8442	-173.3674	3.2434	324.5083	143.8655	548.8351	-30.0617	27352.7198	12682.5810	-43.1749	48.4879	-175.1713	484.6727	-1006.5947	33.6618	709.4911	186.7386	2694.4409	137.3650	70.5953	6.5869353500000045
WYOMING	-258.1702	-61.2581	2.1908	322.9061	119.0517	518.5659	-80.9981	22234.0067	12614.8160	318.8548	28.9283	-41.4007	742.6910	-1953.4898	61.5363	804.3638	150.9319	2733.8251	4.2840	85.7900	14.41870454
WYOMING	-652.9270	44.7903	1.0712	321.3038	87.3891	484.0774	-164.4625	16484.5865	12546.8836	651.2750	6.4996	91.0163	995.9202	-2979.8789	89.3557	886.3895	109.5291	2772.7155	-138.1990	100.9762	11.748706630000001
JEFFERSON	277.9247	-381.3112	1.5071	-1381.6100	61.8371	264.1144	44.5922	38981.1476	-44998.2642	-2907.3968	133.0696	-847.9025	-773.0929	3202.1927	-1335.0683	238.9914	510.6300	349.3710	703.9245	-1683.9253	17.513969149999994
JEFFERSON	247.7811	-409.7173	2.6836	-1321.3794	52.8969	237.5955	37.5439	35717.0116	-44946.0200	-2100.4438	114.1922	-1255.2280	-1065.8080	2260.4168	-1194.7525	393.4004	497.1454	588.5711	456.8686	-1592.5131	36.94210492
JEFFERSON	194.7252	-438.5271	3.7724	-1260.8969	40.1088	203.0053	23.2638	31922.6633	-44893.5493	-1356.2468	89.5903	-1673.2388	-1364.1527	1244.0050	-1054.4970	534.9134	479.4821	820.8167	190.3394	-1500.7817	28.43622946
JEFFERSON	101.7223	-467.5872	4.7744	-1200.4940	21.9000	158.1035	-5.5591	27534.3939	-44841.1395	-673.8422	57.6815	-2099.8931	-1666.5836	152.8316	-915.0707	663.8649	456.4558	1045.0551	-95.6802	-1409.2340	12.711745249999993
JEFFERSON	-60.2867	-496.7590	5.6921	-1140.4588	-3.8801	100.1325	-63.3480	22485.3203	-44789.0408	-50.9661	16.5203	-2533.2648	-1971.6799	-1012.7973	-777.1297	780.8333	426.6015	1260.5445	-401.0946	-1318.3062	9.636791729999999
JEFFERSON	-345.2939	-526.3251	6.5409	-1080.2140	-40.7353	24.5630	-180.3751	16619.8437	-44736.7524	523.0578	-37.0906	-2977.7025	-2282.4318	-2269.9686	-639.3430	887.9555	387.5193	1469.6225	-730.3638	-1227.1237	14.239143630000001
JEFFERSON	-844.8894	-556.1481	7.3219	-1020.0484	-93.2129	-73.5347	-416.5812	9836.2564	-44684.5246	1049.4190	-106.6243	-3431.3302	-2597.4398	-3619.6106	-502.3709	985.5690	336.5707	1671.4921	-1083.7113	-1136.1236	5.895339319999991
CENTRE	778.3631	6262.2864	36.5090	45162.9826	1036.1574	3870.3287	-1.2339	68465.9808	-95561.0952	8421.6807	8339.2207	15836.4739	18454.7265	15649.6206	21038.9618	2448.4353	4187.4665	8701.9763	5245.5168	34819.5643	-9.81785463
CENTRE	700.2479	5653.7696	31.0860	40585.6499	819.3205	3588.3922	-1.8195	64994.5321	-100231.8166	9342.1865	7597.5954	12961.3701	15282.1559	12778.3160	18485.3279	2188.6575	3804.2479	8190.4454	4585.8019	31436.0490	6.3463761000000005
CENTRE	582.0436	5010.2373	21.3012	35810.2748	465.2666	3241.1710	-2.4191	61015.8851	-105133.7508	10249.8243	6697.6960	9933.2558	11930.6787	9606.5766	15805.8920	1896.4515	3363.5135	7651.0548	3821.3496	27933.8850	1.614881870000005
CENTRE	403.9687	4333.3031	3.7172	30855.0335	-110.3787	2815.6578	-3.0297	56479.2782	-110250.8081	11139.8323	5611.1736	6761.0276	8409.0932	6121.2411	13009.5061	1569.4681	2859.2210	7085.3243	2940.0411	24328.4488	-6.509219199999997
CENTRE	137.2616	3624.7270	-27.6829	25738.2090	-1040.6551	2296.9550	-3.6485	51332.8654	-115566.3213	12008.4178	4306.2094	3454.0979	4726.9101	2310.5017	10105.3282	1205.4185	2285.1550	6494.8746	1929.2270	20634.7127	-5.243513780000001
CENTRE	-266.0959	2875.8794	-84.3104	20403.5997	-2558.8104	1658.5383	-4.2816	45438.3251	-121141.2158	12864.2670	2723.7352	-26.4863	839.6888	-1896.2112	7060.1280	796.1903	1625.3532	5872.6848	758.6834	16814.0377	2.9757334700000015
CENTRE	-873.7544	2088.1636	-186.0738	14868.0605	-5027.1325	876.1703	-4.9264	38717.1426	-126960.7666	13703.4923	813.0840	-3672.7184	-3244.8331	-6518.8501	3882.0131	338.2570	870.4018	5220.1117	-590.7926	12880.6982	-2.510818950000001
CAMBRIA	-14.0789	-3256.5763	7.4964	-26464.9025	252.7775	1661.3640	36.7946	47560.0115	-158663.8979	-10794.4150	379.8573	-5169.8891	-5707.5079	-14239.4114	-16822.7478	-99.0394	1871.9272	-6476.4413	1857.9966	-32367.0836	27.30139169000001
CAMBRIA	-74.3407	-2578.0507	8.2972	-22188.2375	170.6156	1534.6431	29.7397	44583.6125	-153744.6318	-8275.7620	260.2300	-5333.1218	-5281.1170	-16256.3145	-14214.6370	568.3775	1471.2943	-3570.7015	726.7031	-27631.6089	35.69545514000001
CAMBRIA	-175.0690	-1933.2285	9.0617	-18000.1321	52.6308	1390.0439	16.9314	41154.3490	-148952.0704	-5935.0364	98.2427	-5497.6805	-4855.0472	-18372.5251	-11672.0825	1166.1072	1023.4823	-942.2266	-519.3787	-23011.1786	32.68329725000001
CAMBRIA	-342.7302	-1323.8815	9.7874	-13921.4765	-116.0240	1225.8905	-6.2292	37223.4883	-144308.8860	-3772.0370	-120.0743	-5662.6701	-4431.6338	-20581.0471	-9207.2006	1698.3266	525.5307	1421.7407	-1884.7267	-18528.0209	20.552683210000005
CAMBRIA	-620.0988	-750.7364	10.4732	-9968.1660	-355.7393	1040.4877	-47.8443	32740.7182	-139831.6092	-1782.4623	-412.6818	-5827.2992	-4012.8672	-22874.6435	-6828.8763	2170.0766	-25.3830	3538.1730	-3373.2677	-14198.5599	16.16881166000001
CAMBRIA	-1083.4784	-206.4449	11.1274	-6099.4135	-699.7741	829.0637	-123.3599	27579.1983	-135472.6961	65.2408	-808.6681	-5993.1518	-3594.7045	-25279.5531	-4511.9497	2592.2624	-640.7719	5451.2704	-5011.7700	-9977.2246	18.52675338000001
CAMBRIA	-1854.7698	307.9021	11.7484	-2331.7650	-1191.5591	589.0488	-259.9110	21662.7046	-131249.6439	1772.6518	-1342.3549	-6159.4387	-3179.1487	-27789.3675	-2265.8029	2968.1772	-1325.0635	7171.8498	-6807.0981	-5881.3048	8.903925070000007
COLUMBIA	378.4597	1049.6490	14.5274	6386.7919	841.6822	1967.7752	34.8270	47292.6583	-54899.7240	-1451.0711	824.1822	2017.9808	2665.9033	5517.5529	2734.8623	663.4172	2413.7415	1697.2541	1497.5336	3666.3042	3.2741751199999953
COLUMBIA	346.0172	1099.1045	13.1011	6011.2757	797.6548	1886.0330	27.6810	43920.4032	-55264.8692	-657.5767	758.7871	1439.0931	2191.8363	4200.3089	2598.0703	792.3571	2313.6625	2142.7580	1145.1563	3531.2037	22.74268891
COLUMBIA	277.1072	1148.4072	11.4840	5631.4404	724.2180	1782.4158	15.5469	40032.7991	-55634.2901	99.3268	672.2086	845.8357	1708.2132	2774.1959	2459.9586	915.1438	2170.3905	2568.8074	759.4304	3395.0662	23.362422239999994
COLUMBIA	131.2769	1197.2876	9.6603	5249.3312	602.2414	1651.7080	-4.9707	35573.9645	-56005.9993	817.2739	558.1296	241.1449	1217.5199	1238.3516	2321.2752	1031.4138	1966.2191	2973.9676	339.4123	3258.6330	8.537197639999995
COLUMBIA	-175.2408	1245.5186	7.6137	4866.7791	400.8761	1487.7106	-39.4514	30486.1405	-56378.2159	1495.0964	408.6374	-372.2224	722.0523	-407.4579	2182.6856	1141.0005	1676.9145	3357.4651	-115.6642	3122.5584	4.038933549999996
COLUMBIA	-826.0023	1293.5674	5.2951	4480.0922	65.1794	1279.9529	-97.9687	24624.5540	-56754.5332	2141.2061	210.8384	-1000.3878	216.9418	-2188.1126	2042.8548	1245.2839	1262.9861	3723.9574	-613.4809	2985.5333	12.585367849999997
COLUMBIA	-2203.1730	1341.2046	2.6800	4091.0902	-492.4037	1017.8774	-196.9170	17901.6868	-57133.1815	2754.0618	-49.7888	-1640.6593	-295.5530	-4105.7788	1902.4452	1344.0327	673.1132	4072.4807	-1155.5550	2848.2105	8.221185029999994
CRAWFORD	420.5168	-614.5842	11.4850	2121.0474	170.5146	811.6218	33.7764	38139.3874	-78834.3794	-4666.0540	500.9488	-479.5992	-84.1713	6255.9094	747.7601	339.1051	1379.8948	3867.7111	1294.5444	1104.1383	10.328469389999995
CRAWFORD	352.4452	-663.5931	10.6698	484.1106	134.9147	739.9865	26.4841	34617.1226	-80028.1447	-3803.8326	455.0530	-1169.7280	-743.6714	4100.2020	-57.2206	406.3510	1164.2231	4134.7924	864.7320	-339.7004	25.89307011999999
CRAWFORD	233.3567	-713.2183	9.7953	-1193.3892	84.4098	649.4588	13.6192	30504.4724	-81245.8169	-2977.6138	400.6326	-1876.2571	-1417.5258	1740.2847	-881.4575	472.3826	898.3216	4397.2910	399.0662	-1816.4673	20.029796059999995
CRAWFORD	25.8701	-763.1938	8.8621	-2903.1456	13.0880	535.6132	-8.9841	25726.8290	-82481.1313	-2190.3283	336.4290	-2595.6566	-2102.3121	-829.6509	-1720.8380	536.8629	572.1080	4653.8586	-102.7865	-3318.7240	10.051277729999995
CRAWFORD	-333.3810	-813.2804	7.8712	-4637.3618	-87.0617	393.2094	-48.4495	20205.2518	-83728.3044	-1443.6453	261.0766	-3324.6244	-2794.8512	-3614.3285	-2571.5132	599.5306	174.0188	4903.4430	-640.9526	-4839.5360	9.329271979999994
CRAWFORD	-961.5520	-863.9622	6.8090	-6413.3424	-229.0601	213.3593	-118.0376	13762.2801	-84999.5864	-728.6438	171.7850	-4070.4077	-3501.9815	-6660.7921	-3441.9449	661.0238	-316.4816	5148.5743	-1223.6249	-6393.9724	12.478572259999993
CRAWFORD	-2056.0085	-915.0016	5.6755	-8223.4735	-429.5871	-12.8163	-240.3027	6277.5148	-86289.2874	-47.3347	66.4414	-4829.7763	-4220.5835	-9978.3724	-4328.3690	721.0724	-918.2375	5388.1671	-1851.5766	-7975.2391	7.583823829999993
MCKEAN	163.2337	-490.3232	4.7883	-5418.9941	-144.2222	501.3826	39.4857	45873.0887	-38746.9061	-3121.4436	195.7963	-2956.9161	-2917.4777	4280.6662	-31823.8199	224.2406	901.3063	-8896.7449	-3773.1670	-5933.7172	8.178251160000002
MCKEAN	119.3855	-355.6319	4.1140	-4937.6256	-163.7874	511.9781	32.1809	42507.4495	-38132.6437	-2545.4457	176.6044	-3163.0200	-3045.8751	2836.8799	-18821.8318	309.8151	773.7087	-4513.9505	-2248.2936	-5287.3128	28.928376850000006
MCKEAN	55.3992	-225.3997	3.3976	-4458.5496	-185.5426	522.4120	19.4963	38603.6679	-37523.4685	-1999.5293	154.9036	-3372.4130	-3175.7549	1194.3034	-9018.3135	391.0860	611.1111	-1359.6987	-1033.4029	-4646.4388	25.409591250000005
MCKEAN	-37.5524	-100.1810	2.6406	-3984.3758	-209.6069	532.6299	-2.4398	34098.7369	-36922.6646	-1485.0370	130.4924	-3583.9904	-3306.4181	-664.8319	-1672.9442	467.8357	404.9174	895.7860	-71.4109	-4014.5468	10.267795400000004
MCKEAN	-171.8079	19.6523	1.8446	-3517.2882	-236.0917	542.5890	-40.1397	28926.7731	-36332.9327	-1002.4120	103.1714	-3796.7467	-3437.2385	-2758.3761	3807.9057	539.9786	144.8431	2502.0967	687.0896	-3394.4709	8.612396110000006
MCKEAN	-367.6117	135.4373	0.9996	-3052.7460	-265.5216	552.3893	-105.5714	22931.6817	-35748.4893	-545.3157	72.2989	-4012.7506	-3569.4787	-5138.6364	7937.2094	608.4451	-186.3680	3657.2082	1290.9338	-2780.1253	13.55628875
MCKEAN	-652.0519	246.7649	0.1067	-2592.9574	-298.0754	561.9868	-218.7258	16013.3968	-35172.0773	-114.5307	37.5703	-4231.0077	-3702.5164	-7832.7124	11031.1253	673.1025	-606.3844	4483.1842	1769.0783	-2174.3898	8.219440550000002
SUSQUEHANNA	133.3180	142.4865	8.6740	3983.2362	164.1763	735.9216	39.4602	39689.5687	-38053.6944	-2650.5709	282.1337	3255.7785	3685.9120	4686.4923	1435.0001	442.3038	252.6805	3914.1522	976.5604	3664.1918	3.7627321099999875
SUSQUEHANNA	104.0241	16.4992	7.8998	3257.7425	143.4417	698.1338	32.3822	36607.4523	-38738.0339	-1777.3495	263.8491	2248.6606	2729.3866	3509.0522	1127.8712	527.1929	225.3314	3861.3498	801.5512	2971.3647	24.315958189999996
SUSQUEHANNA	62.8475	-116.1783	7.0655	2515.0346	111.3954	650.5207	19.6932	33104.2058	-39438.0332	-987.4732	241.3026	1176.4223	1717.8149	2205.3244	814.3786	607.4450	187.1203	3807.7378	613.5631	2262.5815	21.307647649999993
SUSQUEHANNA	5.2347	-255.1548	6.1713	1758.8244	62.0834	590.8199	-2.9628	29142.7574	-40150.1688	-277.1037	213.6377	40.9190	653.7332	769.2840	496.1271	682.8855	133.9800	3753.6001	412.7019	1541.4057	9.131057979999994
SUSQUEHANNA	-74.9215	-400.0164	5.2176	992.5837	-13.3501	516.3629	-43.1602	24685.9481	-40871.1550	358.8636	179.8720	-1155.6627	-460.0930	-804.5590	174.6020	753.4741	60.4924	3699.1942	199.1470	811.1620	7.557573749999996
SUSQUEHANNA	-187.5268	-552.4682	4.1905	208.6958	-129.8717	422.6034	-115.1869	19623.4462	-41608.1374	933.7143	138.2617	-2428.7653	-1637.2288	-2546.0660	-153.3615	820.1596	-42.1217	3643.9919	-30.0928	64.6092	13.573203999999997
SUSQUEHANNA	-345.0801	-712.1577	3.0897	-589.4430	-309.1722	305.0410	-243.7898	13898.8019	-42357.8974	1450.7021	87.2053	-3776.9843	-2875.4692	-4464.3150	-486.3034	882.8469	-184.8276	3588.2482	-275.0307	-694.9965	8.486445799999991
POTTER	105.0653	-60.2621	8.3723	521.1385	26.0780	194.2608	42.8639	36398.5248	-33.8152	-1017.5940	45.2824	-1144.7092	-1051.8343	1775.5078	-58.7062	113.4886	86.0588	1209.7559	502.6235	424.3130	13.07274568999999
POTTER	87.9328	-95.3532	7.4729	-3.2353	19.2480	183.7601	36.0092	32804.9011	-587.0524	-882.8183	26.6858	-1175.3246	-1068.3675	1687.2551	-277.1249	148.0748	74.1488	1218.5533	389.4108	-45.8838	31.299508949999996
POTTER	58.3775	-131.6834	6.4826	-547.2593	4.7406	171.5783	23.0934	28546.3580	-1162.4435	-752.9509	-5.6375	-1206.2301	-1085.0246	1596.9143	-502.3901	180.9961	53.5224	1227.3673	263.9596	-532.2040	25.824311949999995
POTTER	7.6023	-169.0937	5.3980	-1108.6314	-25.9605	157.5182	-1.1474	23525.2634	-1757.6580	-628.5117	-61.5884	-1237.2583	-1101.7149	1504.9371	-733.4622	212.1565	17.9477	1236.1496	125.6707	-1032.4884	11.786714500000002
POTTER	-79.0886	-207.4293	4.2160	-1685.0898	-90.4905	141.3734	-46.3501	17635.7829	-2370.3829	-509.8326	-157.8371	-1268.2603	-1118.3583	1411.7461	-969.3423	241.5130	-43.0281	1244.8586	-26.0042	-1544.6409	9.469282149999998
POTTER	-228.5613	-247.0916	2.9155	-2282.7457	-227.4930	122.6559	-131.4802	10660.9976	-3007.2134	-395.5556	-325.0431	-1299.5346	-1135.1149	1316.4150	-1212.4513	269.4366	-148.5742	1253.5780	-193.9656	-2073.9968	12.249274779999993
POTTER	-485.3517	-287.9331	1.4910	-2899.4601	-517.4236	101.0523	-291.2543	2437.2798	-3665.9841	-286.0554	-614.4737	-1330.9331	-1151.9049	1219.3572	-1461.8270	295.8666	-330.6111	1262.2660	-379.1148	-2618.5527	8.074327619999991
ERIE	1664.4508	-281.5783	20.7609	5536.1281	3226.2084	9642.3171	25.6846	46711.7747	-259474.1258	-11421.8056	4568.0896	-8600.9473	-6290.9117	20065.9200	-647.1834	2559.5585	14205.3493	3190.5830	6096.0932	-8426.8723	1.8056448900000035
ERIE	1455.4590	-240.4703	17.6198	3454.1266	2728.7851	8807.7385	19.1890	43249.2390	-260388.3306	-7562.8018	4210.6199	-8915.5289	-6505.3129	13988.6983	-1153.0333	2755.3835	12587.1970	5482.8869	4255.1418	-8629.4326	15.222405260000002
ERIE	1127.8617	-199.2119	13.2923	1344.7757	2048.1820	7741.5560	9.6603	39292.0481	-261310.7404	-3909.7422	3751.7202	-9232.6013	-6721.2247	7384.3665	-1663.4760	2947.9164	10768.2344	7644.0494	2166.2743	-8833.2671	11.907350750000006
ERIE	616.5806	-158.0293	7.3579	-780.6421	1121.2915	6386.0913	-4.2547	34792.7204	-262236.3485	-471.1204	3165.4551	-9550.4390	-6937.4699	244.9509	-2175.7417	3136.1658	8734.1117	9670.0696	-191.7001	-9037.2626	4.92490549
ERIE	-176.6503	-117.1187	-0.7346	-2911.9633	-133.9940	4672.1237	-24.4585	29703.0571	-263160.7143	2750.6260	2420.5131	-9867.5173	-7153.0118	-7434.5238	-2687.3726	3319.3561	6470.8790	11560.5996	-2839.9313	-9240.4421	2.998248100000005
ERIE	-1419.3714	-76.0867	-11.8774	-5069.8044	-1850.5401	2483.8445	-54.0794	23890.0338	-264092.7369	5798.2785	1464.7782	-10186.8871	-7369.9234	-15774.5679	-3203.2949	3499.3416	3928.4342	13341.7095	-5842.8507	-9444.7593	9.314860120000006
ERIE	-3358.8861	-35.1300	-27.1577	-7244.0816	-4188.2462	-298.1702	-97.3356	17280.6239	-265027.9911	8667.0312	243.7838	-10507.0276	-7587.1699	-24790.3235	-3721.0596	3675.3227	1085.2509	15011.4427	-9232.6336	-9649.2379	7.23866778
INDIANA	545.8113	-36.5986	20.0432	-1644.3668	476.5007	1173.8148	29.2861	46546.5922	-82922.8891	-4704.3141	580.3458	6056.7120	6071.9249	12704.5200	-2977.0261	312.4334	3028.1346	2439.9197	1841.7383	-4390.9647	18.686659990000003
INDIANA	511.0480	112.7680	17.7391	-1489.1315	439.7072	1142.2860	22.0210	43988.6254	-83313.9989	-3369.3326	500.1914	3268.9470	3569.1506	8762.4996	-2799.0327	675.3465	2887.8842	2841.2506	1293.0432	-4088.7039	32.97647441
INDIANA	461.0846	260.3969	14.8037	-1333.3126	390.1073	1107.7938	10.3629	41118.0758	-83709.0965	-2103.2399	407.7563	231.5391	881.8879	3738.0425	-2620.7447	1002.3499	2729.2749	3230.6279	680.3268	-3785.8264	23.798284630000005
INDIANA	389.6018	405.5036	11.0821	-1177.7638	323.5582	1070.2575	-8.2639	37913.4137	-84106.0451	-909.2404	301.7027	-3060.4853	-1988.1955	-2635.0360	-2443.1402	1295.2957	2550.8279	3606.3048	-0.3317	-3483.9932	12.395270090000004
INDIANA	287.9130	547.4547	6.3893	-1023.2269	234.7611	1029.6122	-37.8470	34353.8236	-84502.9407	211.5391	180.6473	-6610.7051	-5038.3849	-10675.2877	-2267.0613	1556.5431	2351.0801	3967.0597	-752.6558	-3184.6376	10.017380050000007
INDIANA	141.8449	687.6572	0.4142	-868.2156	115.1278	985.1758	-85.2919	30361.8484	-84903.6084	1273.7318	41.1339	-10476.2934	-8311.2381	-20917.0676	-2090.8125	1791.7696	2125.3314	4316.8249	-1592.2130	-2884.8774	13.009002490000007
INDIANA	-67.1352	825.4644	-7.1610	-713.4730	-45.3861	936.8178	-161.0977	25905.2345	-85306.1532	2275.4416	-118.9339	-14665.9220	-11806.7510	-33907.8576	-1915.2392	2002.4973	1871.3476	4654.2833	-2524.8660	-2586.1509	7.368195320000005
MONTGOMERY	4921.9550	16673.4909	20.6646	165923.4681	-1628.6510	50621.0350	-9.4010	82037.6666	-649382.3567	-22759.5663	68353.9151	47075.6469	60608.0652	128573.0666	81408.3067	14016.2647	54575.4321	23845.6360	24477.6911	51042.1761	-22.76585077
MONTGOMERY	4491.1964	14481.2831	18.2464	138505.7744	-2857.3016	48528.4993	-7.3499	76167.0703	-676132.3173	-12900.2482	63455.7440	33570.3196	46675.8736	119835.1437	67883.2453	13674.4624	47715.9695	26833.5417	19984.9462	37299.1147	-2.0217262299999987
MONTGOMERY	3759.0836	12153.2680	15.6263	109803.7292	-4941.7730	45849.5531	-5.4166	69431.8340	-704140.3926	-3582.2648	56854.9949	19487.4695	32154.8535	110680.3103	53752.9441	13323.8155	39531.3431	29741.9940	14983.6745	23170.9942	-3.7415491000000003
MONTGOMERY	2519.9700	9694.1861	12.8024	79918.1905	-8463.4605	42436.4467	-3.6048	61744.1466	-733308.6122	5174.4482	48001.7434	4881.2533	17101.4057	101140.0554	39069.5124	12966.0425	29814.5213	32557.3729	9445.2420	8725.5720	-6.370305169999995
MONTGOMERY	435.6378	7109.4287	9.7741	48952.2611	-14376.7696	38111.3986	-1.9146	53014.1272	-763536.7345	13365.5295	36192.8418	-10193.9717	1572.0209	91246.7043	23885.7076	12602.7628	18338.7126	35269.8272	3342.8155	-5972.8251	-6.543857509999995
MONTGOMERY	-3105.0195	4366.3798	6.4952	16557.5867	-24403.7656	32577.6657	-0.3228	43004.7596	-795165.2561	21101.3892	20288.6409	-25903.2504	-14602.7772	80888.2883	8033.1234	12230.3361	4654.5438	37908.3099	-3445.9021	-21072.7847	-1.7550566899999964
MONTGOMERY	-9097.6435	1468.8980	2.9614	-17172.8422	-41344.2462	25527.4236	1.1691	31579.9354	-828103.8872	28371.2781	-1042.8606	-42196.3389	-31370.6405	70093.7796	-8440.0099	11850.3408	-11591.3574	40462.3586	-10963.7610	-36511.8725	-4.868586789999995
WAYNE	303.9228	715.0323	10.9096	17522.0382	804.5052	2761.7622	31.0928	46345.5562	-9053.5789	-182.6398	562.4098	3215.7781	3382.1391	10553.7124	6362.6171	386.7419	2963.0770	6117.5742	1957.2623	14435.9922	-3.9732199999999978
WAYNE	272.3393	552.3446	10.3402	14660.4395	761.0164	2640.1454	24.2982	43174.4617	-11709.6289	252.7368	532.4755	1219.3117	1499.8507	8724.1822	5016.6195	561.3924	2831.1353	5740.7393	1634.0030	11851.1196	18.982032250000003
WAYNE	211.1536	378.5419	9.7423	11571.2014	669.8571	2473.0177	13.2633	39560.7106	-14568.0853	667.6365	492.0492	-1026.8854	-585.6121	6583.9429	3570.3962	718.8317	2625.9588	5337.5336	1271.0204	9077.4246	18.183606800000007
WAYNE	93.0792	193.8498	9.1179	8253.8133	479.4811	2244.4185	-4.5814	35463.6546	-17628.1146	1060.8019	437.7102	-3540.9920	-2884.1466	4092.9100	2024.7032	859.9368	2308.2908	4908.3987	865.5414	6116.8671	8.411925790000005
WAYNE	-133.2916	-1.4464	8.4690	4709.0819	84.5852	1933.4793	-33.2648	30842.2981	-20887.7200	1431.6361	365.0739	-6340.7292	-5404.8047	1208.5335	380.8680	985.8297	1819.3582	4453.9207	414.8797	2972.4738	5.207152510000007
WAYNE	-571.6201	-209.9464	7.7881	884.9045	-742.7939	1506.4319	-79.8233	25579.2372	-24393.3977	1784.7798	267.0363	-9488.6309	-8195.7162	-2163.5498	-1384.1972	1099.2340	1059.4585	3967.9623	-90.8323	-399.3712	12.00747203000001
WAYNE	-1417.4922	-431.5098	7.0770	-3221.7006	-2470.6828	922.3117	-155.1143	19612.2919	-28146.2890	2119.4243	135.2591	-13011.9905	-11271.7751	-6088.3307	-3270.6616	1200.8727	-117.0687	3450.7529	-655.7507	-3998.3758	7.948247330000008
ALLEGHENY	7379.2396	-2602.6235	32.1049	-157996.8721	5728.5321	18729.8986	7.0805	62206.7806	-1313259.5213	-72218.4693	42254.6069	-21855.3209	-6810.3098	18521.9403	-100357.9098	16168.5689	35717.8057	-51943.7783	13527.7760	-210934.0486	0.47998687999999845
ALLEGHENY	6545.3845	-2722.3181	27.8910	-135772.5266	4561.4156	17861.3500	3.3365	58674.9763	-1289459.6125	-38198.9446	38691.4648	-14473.3932	995.4012	-951.6771	-86082.8971	16645.8247	29196.9486	-31002.1011	5728.1839	-179103.0983	10.111815539999998
ALLEGHENY	5126.4474	-2842.8483	22.1450	-113796.4426	2755.6047	16897.8617	-1.0898	54657.0110	-1265963.6245	-7580.1310	34069.7172	-7138.6056	8750.8406	-21516.1170	-72016.8491	17118.7624	22349.1667	-11940.3486	-2782.8674	-147962.3489	2.0256406199999972
ALLEGHENY	2721.9407	-2963.5568	14.3465	-92185.6678	-26.1917	15834.6187	-6.2966	50109.4515	-1242895.6801	19818.7465	28103.6482	109.2542	16413.9454	-43116.6114	-58233.2641	17584.8395	15196.5464	5310.5757	-12021.5333	-117665.7134	-0.49384811000000184
ALLEGHENY	-1327.6399	-3083.8650	3.8209	-71034.9658	-4286.2384	14667.1865	-12.3896	44988.6685	-1220355.3550	44225.3610	20443.9642	7237.1515	23949.8014	-65694.1224	-44790.4456	18041.9740	7762.0444	20851.6468	-22000.0498	-88329.4216	-2.215282049999999
ALLEGHENY	-8215.0458	-3204.9299	-10.5232	-50135.0164	-10873.9353	13372.9906	-19.5887	39166.7579	-1198118.2896	66176.2687	10514.5909	14314.6378	31431.9507	-89520.3435	-31553.5993	18494.6589	-39.9415	34987.3972	-32881.6039	-59649.2205	-1.727789129999998
ALLEGHENY	-19886.3266	-3326.1739	-29.9913	-29582.4876	-21022.0804	11944.8002	-28.0571	32577.4812	-1176286.3330	85818.7746	-2302.9258	21308.2456	38825.0191	-114546.9505	-18582.5647	18940.7772	-8189.2435	47780.2798	-44693.4282	-31746.4366	-2.2099712500000024
NORTHUMBERLAND	543.7917	-976.5984	8.6072	-2573.6172	1624.0877	3269.1603	45.3116	43981.8985	-95210.1039	-4401.7969	474.4110	-1934.9932	-1300.6768	5984.0186	-4515.2895	801.6643	2807.1895	-534.5607	824.8542	-6214.7917	11.364851200000004
